image_0001.jpg,251,15,444,300,face
image_0002.jpg,106,31,296,310,face
image_0003.jpg,207,17,385,279,face
image_0004.jpg,102,55,303,328,face
image_0005.jpg,246,30,446,312,face
image_0006.jpg,248,22,440,298,face
image_0007.jpg,173,25,365,302,face
image_0008.jpg,227,47,429,333,face
image_0009.jpg,116,27,299,303,face
image_0010.jpg,121,34,314,302,face
image_0011.jpg,77,13,264,285,face
image_0012.jpg,233,18,432,280,face
image_0013.jpg,213,23,397,278,face
image_0014.jpg,80,39,280,314,face
image_0015.jpg,244,20,436,290,face
image_0016.jpg,141,8,331,272,face
image_0017.jpg,147,13,331,268,face
image_0018.jpg,201,29,383,282,face
image_0019.jpg,242,11,438,295,face
image_0020.jpg,133,6,319,275,face
image_0021.jpg,230,46,425,331,face
image_0022.jpg,78,16,274,263,face
image_0023.jpg,159,21,355,264,face
image_0024.jpg,143,11,333,254,face
image_0025.jpg,172,19,375,276,face
image_0026.jpg,162,14,356,264,face
image_0027.jpg,151,10,339,253,face
image_0028.jpg,144,10,337,253,face
image_0029.jpg,148,12,354,276,face
image_0030.jpg,195,30,398,280,face
image_0031.jpg,207,9,407,266,face
image_0032.jpg,91,8,281,236,face
image_0033.jpg,68,30,269,277,face
image_0034.jpg,96,5,298,266,face
image_0035.jpg,93,13,293,258,face
image_0036.jpg,149,7,355,264,face
image_0037.jpg,148,9,355,258,face
image_0038.jpg,155,18,348,263,face
image_0039.jpg,184,11,379,260,face
image_0040.jpg,87,29,282,290,face
image_0041.jpg,85,8,282,257,face
image_0042.jpg,195,2,386,272,face
image_0043.jpg,238,11,433,296,face
image_0044.jpg,78,12,266,285,face
image_0045.jpg,207,6,401,289,face
image_0046.jpg,210,18,403,300,face
image_0047.jpg,175,20,377,305,face
image_0048.jpg,125,2,311,256,face
image_0049.jpg,234,20,430,302,face
image_0050.jpg,98,21,290,297,face
image_0051.jpg,269,23,482,313,face
image_0052.jpg,227,26,418,310,face
image_0053.jpg,253,15,456,298,face
image_0054.jpg,174,23,359,297,face
image_0055.jpg,247,19,432,286,face
image_0056.jpg,172,22,353,288,face
image_0057.jpg,222,19,409,300,face
image_0058.jpg,180,26,363,294,face
image_0059.jpg,216,8,404,271,face
image_0060.jpg,171,25,359,297,face
image_0061.jpg,222,20,398,272,face
image_0062.jpg,228,18,414,285,face
image_0063.jpg,183,22,369,295,face
image_0064.jpg,65,25,252,294,face
image_0065.jpg,264,30,447,291,face
image_0066.jpg,178,22,365,299,face
image_0067.jpg,179,25,359,293,face
image_0068.jpg,82,7,277,292,face
image_0069.jpg,125,18,321,256,face
image_0070.jpg,122,16,320,253,face
image_0071.jpg,129,16,314,253,face
image_0072.jpg,113,8,311,245,face
image_0073.jpg,127,16,322,250,face
image_0074.jpg,116,12,306,242,face
image_0075.jpg,124,19,317,246,face
image_0076.jpg,125,19,328,262,face
image_0077.jpg,143,31,345,274,face
image_0078.jpg,102,4,295,232,face
image_0079.jpg,193,30,396,265,face
image_0080.jpg,103,13,311,239,face
image_0081.jpg,134,26,325,250,face
image_0082.jpg,179,21,374,249,face
image_0083.jpg,130,25,319,255,face
image_0084.jpg,43,21,244,251,face
image_0085.jpg,43,30,248,270,face
image_0086.jpg,120,7,320,252,face
image_0087.jpg,129,18,327,252,face
image_0088.jpg,177,35,375,274,face
image_0089.jpg,129,13,335,266,face
image_0090.jpg,214,34,411,318,face
image_0091.jpg,282,69,486,346,face
image_0092.jpg,266,54,462,324,face
image_0093.jpg,200,49,395,317,face
image_0094.jpg,214,53,414,332,face
image_0095.jpg,226,58,435,334,face
image_0096.jpg,179,92,370,353,face
image_0097.jpg,139,60,335,332,face
image_0098.jpg,124,68,310,323,face
image_0099.jpg,221,53,419,321,face
image_0100.jpg,259,67,465,359,face
image_0101.jpg,98,37,300,310,face
image_0102.jpg,285,78,488,345,face
image_0103.jpg,200,45,397,303,face
image_0104.jpg,205,54,399,318,face
image_0105.jpg,261,82,458,349,face
image_0106.jpg,281,73,483,353,face
image_0107.jpg,287,74,477,330,face
image_0108.jpg,271,51,466,317,face
image_0109.jpg,260,63,449,321,face
image_0110.jpg,263,63,457,337,face
image_0111.jpg,222,51,414,323,face
image_0112.jpg,212,57,404,324,face
image_0113.jpg,149,6,350,287,face
image_0114.jpg,201,53,358,254,face
image_0115.jpg,32,20,241,283,face
image_0116.jpg,146,22,354,287,face
image_0117.jpg,62,20,239,250,face
image_0118.jpg,229,6,430,282,face
image_0119.jpg,150,13,365,300,face
image_0120.jpg,131,19,335,285,face
image_0121.jpg,166,19,387,305,face
image_0122.jpg,176,15,379,275,face
image_0123.jpg,133,5,337,268,face
image_0124.jpg,145,9,350,281,face
image_0125.jpg,140,14,347,294,face
image_0126.jpg,145,7,349,268,face
image_0127.jpg,113,9,286,239,face
image_0128.jpg,118,13,297,258,face
image_0129.jpg,178,21,372,285,face
image_0130.jpg,52,7,268,293,face
image_0131.jpg,217,27,419,290,face
image_0132.jpg,218,27,433,307,face
image_0133.jpg,57,18,272,295,face
image_0134.jpg,205,18,420,290,face
image_0135.jpg,246,11,440,310,face
image_0136.jpg,203,10,419,295,face
image_0137.jpg,235,15,420,292,face
image_0138.jpg,152,19,342,277,face
image_0139.jpg,213,15,402,280,face
image_0140.jpg,164,23,348,287,face
image_0141.jpg,204,26,394,284,face
image_0142.jpg,241,32,435,297,face
image_0143.jpg,232,21,416,265,face
image_0144.jpg,243,24,432,287,face
image_0145.jpg,166,34,354,300,face
image_0146.jpg,163,42,357,305,face
image_0147.jpg,75,25,259,283,face
image_0148.jpg,111,26,304,282,face
image_0149.jpg,175,37,365,295,face
image_0150.jpg,88,22,274,275,face
image_0151.jpg,233,23,416,270,face
image_0152.jpg,157,32,358,307,face
image_0153.jpg,160,20,344,283,face
image_0154.jpg,152,25,334,274,face
image_0155.jpg,157,20,352,295,face
image_0156.jpg,252,21,431,280,face
image_0157.jpg,171,30,369,313,face
image_0158.jpg,182,41,384,321,face
image_0159.jpg,235,92,422,328,face
image_0160.jpg,241,75,431,332,face
image_0161.jpg,247,79,438,318,face
image_0162.jpg,238,80,428,333,face
image_0163.jpg,269,84,470,333,face
image_0164.jpg,120,16,344,276,face
image_0165.jpg,64,30,280,275,face
image_0166.jpg,58,12,281,273,face
image_0167.jpg,46,39,259,281,face
image_0168.jpg,240,30,480,314,face
image_0169.jpg,182,14,406,288,face
image_0170.jpg,57,21,266,279,face
image_0171.jpg,201,6,440,300,face
image_0172.jpg,201,6,427,290,face
image_0173.jpg,189,6,418,295,face
image_0174.jpg,153,3,365,277,face
image_0175.jpg,179,7,409,311,face
image_0176.jpg,175,5,405,298,face
image_0177.jpg,73,7,326,334,face
image_0178.jpg,98,5,308,245,face
image_0179.jpg,118,4,328,260,face
image_0180.jpg,118,4,338,276,face
image_0181.jpg,128,3,350,271,face
image_0182.jpg,52,8,291,287,face
image_0183.jpg,119,2,368,279,face
image_0184.jpg,126,2,357,293,face
image_0185.jpg,38,5,270,284,face
image_0186.jpg,111,4,317,252,face
image_0187.jpg,109,5,355,284,face
image_0188.jpg,125,8,354,277,face
image_0189.jpg,234,3,497,336,face
image_0190.jpg,160,8,407,312,face
image_0191.jpg,138,4,389,320,face
image_0192.jpg,186,5,422,284,face
image_0193.jpg,153,8,417,318,face
image_0194.jpg,252,30,454,303,face
image_0195.jpg,128,34,324,302,face
image_0196.jpg,184,40,383,308,face
image_0197.jpg,110,26,307,295,face
image_0198.jpg,78,51,280,319,face
image_0199.jpg,140,48,350,329,face
image_0200.jpg,254,40,454,308,face
image_0201.jpg,196,23,400,308,face
image_0202.jpg,200,46,397,317,face
image_0203.jpg,256,30,461,308,face
image_0204.jpg,257,22,458,303,face
image_0205.jpg,191,46,388,318,face
image_0206.jpg,279,53,481,326,face
image_0207.jpg,271,33,473,306,face
image_0208.jpg,146,15,349,285,face
image_0209.jpg,127,44,328,323,face
image_0210.jpg,244,15,447,296,face
image_0211.jpg,99,38,302,307,face
image_0212.jpg,188,38,376,300,face
image_0213.jpg,293,57,488,318,face
image_0214.jpg,266,44,462,310,face
image_0215.jpg,144,20,349,293,face
image_0216.jpg,154,29,345,290,face
image_0217.jpg,79,10,277,294,face
image_0218.jpg,225,21,412,285,face
image_0219.jpg,195,27,385,280,face
image_0220.jpg,148,14,352,296,face
image_0221.jpg,149,9,348,290,face
image_0222.jpg,219,12,418,293,face
image_0223.jpg,140,19,325,273,face
image_0224.jpg,88,19,278,271,face
image_0225.jpg,139,10,324,268,face
image_0226.jpg,164,30,356,296,face
image_0227.jpg,148,20,344,293,face
image_0228.jpg,146,7,343,282,face
image_0229.jpg,198,6,394,281,face
image_0230.jpg,174,23,374,307,face
image_0231.jpg,180,23,361,276,face
image_0232.jpg,147,12,343,281,face
image_0233.jpg,148,18,330,281,face
image_0234.jpg,155,16,335,273,face
image_0235.jpg,172,28,363,294,face
image_0236.jpg,159,28,331,269,face
image_0237.jpg,129,14,310,266,face
image_0238.jpg,154,27,346,277,face
image_0239.jpg,99,14,291,288,face
image_0240.jpg,203,30,389,289,face
image_0241.jpg,151,19,355,284,face
image_0242.jpg,104,32,332,329,face
image_0243.jpg,66,31,281,305,face
image_0244.jpg,210,33,433,320,face
image_0245.jpg,138,36,356,315,face
image_0246.jpg,179,27,401,318,face
image_0247.jpg,172,26,385,294,face
image_0248.jpg,168,133,374,391,face
image_0249.jpg,62,16,270,277,face
image_0250.jpg,235,64,452,342,face
image_0251.jpg,100,26,327,316,face
image_0252.jpg,210,56,438,332,face
image_0253.jpg,167,30,380,308,face
image_0254.jpg,234,44,444,315,face
image_0255.jpg,120,59,327,335,face
image_0256.jpg,159,17,378,297,face
image_0257.jpg,84,38,300,309,face
image_0258.jpg,246,46,454,314,face
image_0259.jpg,160,28,375,304,face
image_0260.jpg,89,28,284,275,face
image_0261.jpg,144,15,331,258,face
image_0262.jpg,92,18,274,291,face
image_0263.jpg,80,14,263,292,face
image_0264.jpg,74,9,265,305,face
image_0265.jpg,220,19,409,303,face
image_0266.jpg,243,6,437,293,face
image_0267.jpg,123,14,325,246,face
image_0268.jpg,127,4,342,251,face
image_0269.jpg,125,20,345,261,face
image_0270.jpg,116,3,338,242,face
image_0271.jpg,107,75,269,279,face
image_0272.jpg,175,24,397,278,face
image_0273.jpg,107,3,329,243,face
image_0274.jpg,139,45,344,289,face
image_0275.jpg,125,4,348,254,face
image_0276.jpg,176,2,412,255,face
image_0277.jpg,67,12,300,273,face
image_0278.jpg,124,11,345,264,face
image_0279.jpg,78,21,312,273,face
image_0280.jpg,146,15,387,286,face
image_0281.jpg,25,3,265,266,face
image_0282.jpg,153,30,377,284,face
image_0283.jpg,70,4,306,269,face
image_0284.jpg,198,5,444,289,face
image_0285.jpg,133,12,372,280,face
image_0286.jpg,86,26,275,292,face
image_0287.jpg,165,32,362,305,face
image_0288.jpg,167,30,361,311,face
image_0289.jpg,158,29,347,298,face
image_0290.jpg,252,30,447,301,face
image_0291.jpg,222,27,391,273,face
image_0292.jpg,203,29,378,279,face
image_0293.jpg,51,26,243,292,face
image_0294.jpg,153,26,350,300,face
image_0295.jpg,222,15,409,284,face
image_0296.jpg,77,9,267,280,face
image_0297.jpg,234,32,412,285,face
image_0298.jpg,195,23,374,282,face
image_0299.jpg,153,23,349,296,face
image_0300.jpg,153,30,334,276,face
image_0301.jpg,175,37,359,299,face
